id#num_acte#num_dec#noms_epoux#date_naiss_epoux#lieu_epoux#nationalite_epoux#profession_epoux#ref_doc_epoux#domicile_epoux#noms_pere_epoux#noms_mere_epoux#chef_famille_epoux#temoin_epoux#noms_epouse#date_naiss_epouse#lieu_epouse#nationalite_epouse#profession_epouse#ref_doc_epouse#domicile_epouse#noms_pere_epouse#noms_mere_epouse#chef_famille_epouse#temoin_epouse#matrimonial#regime#lieu_mariage#date_mariage#secretaire#officier#ordering#state#checked_out#checked_out_time#created_by#motif#date_renvoi#date_trans#date_publication#dresse_le#type_ref_epoux#date_acte#centre_etat#dec_region
1##040104EN0100M0001#KOUNA PAUL#01-01-1992#MAROUA#CAMEROUNAISE#NOTAIRE##MAROUA#KOUNA LOUIS#ABENG MARIE#KOUNA#MICHELLE#EKANI LORRAINE#13-01-1994#MAROUA#CAMEROUNAISE#AGENT DE L'ETAT##MAROUA#ABENG#EKANI#EKANI#MIKE#-- SELECTIONNEZ LE SYSTËME ICI --#-- SELECTIONNEZ LE REGIME ICI --#COMMUNAUTE URBAINE DE MAROUA#06-08-2022#abdouramane##0#5#0#31-12-0002#0##31-12-0002#03-08-2022#03-08-2022#03-08-2022#CNI#31-12-0002#EN0100#
2##040104EN0100M0002#KOUNA PAUL#13-01-1993#MAROUA##NOTAIRE#images/etatcivil/dossiers/mariages/cni.pdf#MAROUA#KOUNA LOUIS#ABENG MARIE###EKANI LORRAINE#14-04-1994#MAROUA#CAMEROUNAISE#AGENT DE L'ETAT#images/etatcivil/dossiers/mariages/cni.pdf#MAROUA#EKANI LUCIEN#AVOMO LUCIE#####COMMUNAUTE URBAINE DE MAROUA#06-08-2022#abdouramane##0#5#0#31-12-0002#0##31-12-0002#31-12-0002#03-08-2022#31-12-0002#CNI#31-12-0002#EN0100#
3##040104EN0100M0003#KOUNA PAUL#13-01-1990#MAROUA##NOTAIRE#images/etatcivil/dossiers/mariages/cni.pdf#MAROUA#KOUNA LOUIS#ABENG MARIE###EKANI LORRAINE#12-02-2000#MAROUA#CAMEROUNAISE#AGENT DE L'ETAT#images/etatcivil/dossiers/mariages/cni.pdf#MAROUA#EKANI LUCIEN#AVOMO LUCIE#####COMMUNAUTE URBAINE DE MAROUA#06-08-2022#abdouramane##0#5#0#31-12-0002#0##31-12-0002#31-12-0002#03-08-2022#31-12-0002#CNI#31-12-0002#EN0100#
4##040104EN0100M0004#KOUNA PAUL#13-01-1990#MAROUA##NOTAIRE#images/etatcivil/dossiers/mariages/2022-CE7301-N-0130.pdf#MAROUUA#KOUNA LOUIS#ABENG MARIE###EKANI LORRAINE#20-05-1993#MAROUA#CAMEROUNAISE#AGENT DE L'ETAT#images/etatcivil/dossiers/mariages/2022-EN5201-M-0001-02-08-2022.pdf#MAROUA#EKANI LUCIEN#AVOMO LUCIE#####COMMUNAUTE URBAINE DE MAROUA#06-08-2022#abdouramane##0#5#0#31-12-0002#0##31-12-0002#31-12-0002#03-08-2022#31-12-0002#CNI#31-12-0002#EN0100#
5#'2022-EN0100-M-0005'#040104EN0100M0005#OUMAROU SAIDOU#10-08-1980#MAROUA#CAMEROUNAISE#NOTAIRE##MAROUUA#KOUNA LOUIS#ABENG MARIE#KOUNA#MICHELLE#EKANI LORRAINE#17-08-1990#MORA#CAMEROUNAISE#AGENT DE L'ETAT##PITOARE#EKANI LUCIEN#AVOMO LUCIE#EKANI#BASKOUS#MONOGAMIE#BIENS COMMUNS#COMMUNAUTE URBAINE DE MAROUA#10-08-2022#abdouramane#'sali'#0#9#0#31-12-0002#0##31-12-0002#03-08-2022#03-08-2022#03-08-2022#CNI#03-08-2022#EN0100#
6#'2022-EN0100-M-0006'#040104EN0100M0006#ADJIGUY LOIUS MARIE#17-01-1993#YAOUNDE#CAMEROUNAISE#MILITAIRE##YAOUNDE##ZOA MARTHE HELENE#ZOA MARTHE HELENE#FOUDA FOUDA MARTIN#DEDABEM TAPITA#30-08-1992#MAROUA#CAMEROUNAISE#MENAGERE##MAROUA#NINGAMBA SALOMON##NYAKOSSE YACOB#DENARE MONIQUE EPOUSE MALIKI#MONOGAMIE#BIENS COMMUNS#COMMUNAUTE URBAINE DE MAROUA#13-08-2022#abdouramane#'sali'#0#9#0#31-12-0002#0##31-12-0002#04-08-2022#04-08-2022#04-08-2022#SÈlectionnez le type de document de reference#07-08-2022#EN0100#
7##040104EN0100M0007#WOUDAMMIKE JOSEPH#12-12-1970#MAROUA##ENSEIGNANT_UNIVERSITE#images/etatcivil/dossiers/mariages/CNI_MARIEE_PUB35.pdf#MAROUA#GUIWA ROLAND#FADME ELISE###MASSOUA TEKELE NATACHA#29-10-1995#ENONGAL#CAMEROUNAISE#CONTROLEUR ADJOIBNT DU TRESOR#images/etatcivil/dossiers/mariages/CNI_MARI_PUB35.pdf#MAROUA#TEKELE KADJOU#GOLLE MADELEINE#####COMMUNAUTE URBAINE DE MAROUA#13-08-2022#abdouramane##0#5#0#31-12-0002#0##31-12-0002#31-12-0002#04-08-2022#31-12-0002#CNI#31-12-0002#EN0100#
